language_code,text_reviews_count,average_rating,description,authors,publication_year,book_id,ratings_count,work_id,title,title_without_series,isbn,isbn13,image_url
eng,11,4.5,"There were six of them...
And these six children have an important lesson to learn when it comes to Mr. Hartly and his manor. Is he the scary man that Rees says he is? Or will the children discover something else as they get to know him?","[{'author_id': '13592900', 'role': ''}]",2017.0,33806891,14,54711308,Hartly Manor,Hartly Manor,,,https://images.gr-assets.com/books/1483724065m/33806891.jpg
eng,3,4.13,"Lotta loves to hear Great-grandmother Erika tell stories of her childhood, herding reindeer in the snowy north of Norway. Lotta dreams of having such adventures, too. Little does she know that her wish is about to come true.
One night, just before Christmas, Lotta wakes to find herself in the world of her great-grandmother's stories. And she has her very own reindeer and calf to take care of...","[{'author_id': '887961', 'role': ''}]",2013.0,18597733,5,27256990,"The Reindeer Girl (Wintry Tales, #2)","The Reindeer Girl (Wintry Tales, #2)",1847153895,9781847153890,https://images.gr-assets.com/books/1380538019m/18597733.jpg
eng,28,3.9,"One busy Saturday morning, the delivery man brings a big surprise to Animal Ark: the tiniest horse that Mandy has ever seen! The miniature horse was actually meant for Tania Benster, a newcomer to Welford. But Tania's parents have just divorced and she's too upset to care about her gift.Can Mandy show Tania how much this little horse has to offer?","[{'author_id': '11449', 'role': 'Creator'}, {'author_id': '1391566', 'role': 'Ghostwriter'}, {'author_id': '252069', 'role': 'Illustrator'}]",2002.0,315608,785,306440,"Foals in the Field (Animal Ark, #24)","Foals in the Field (Animal Ark, #24)",0439343852,9780439343855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,4,3.86,"One Saturday while visiting the zoo, Hank tells his brother Patrick all about dinosaurs, and Patrick scares himself by imagining what it would be like if the great creatures were alive today.","[{'author_id': '85481', 'role': ''}, {'author_id': '172197', 'role': 'Illustrator'}]",1983.0,4524680,13,3268001,Patrick's Dinosaurs,Patrick's Dinosaurs,0899191894,9780899191898,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-US,5,4.41,"Merry Christmas, Biscuit! This storybook collection brings nine of your favorite Biscuit titles together for the first time ever! The collection includes Biscuit's Snowy Day, Biscuit Gives a Gift, Biscuit's Christmas Eve, Biscuit's Show and Share Day, Biscuit Wants to Play, Biscuit Visits the Big City, Biscuit and the Lost Teddy Bear, Biscuit's Christmas, and Biscuit Goes to School. With full-color illustrations and delightful stories, this Christmas collection is the perfect holiday gift.","[{'author_id': '18969', 'role': ''}, {'author_id': '47694', 'role': 'Illustrations'}]",2013.0,17416085,17,24268105,Biscuit's Christmas Storybook Collection,Biscuit's Christmas Storybook Collection,0062288423,9780062288424,https://images.gr-assets.com/books/1384259542m/17416085.jpg
en-GB,4,3.8,"Faye the Fairy has a talent for making others laugh. However, she is terrible at magic and this makes her miserable. Follow Faye in her quest to discover her true magic and make herself whole again.","[{'author_id': '6152127', 'role': ''}]",2012.0,15706295,46,21369912,How the Fairy Discovered Her True Magic,How the Fairy Discovered Her True Magic,,,https://images.gr-assets.com/books/1361868327m/15706295.jpg
eng,30,4.07,"""Mummy,"" said Lucy, ""can I have a hug before I go to bed? I promise I'll give it back.""
Lucy shares a hug with everyone in her family. Along the way it becomes softer, sleepier, bigger, even peanut-buttery. But when the hug runs away, Lucy discovers that it's not so easy to get it back.","[{'author_id': '2845954', 'role': ''}, {'author_id': '2147900', 'role': 'Illustrator'}]",2011.0,11097839,211,16019858,The Runaway Hug,The Runaway Hug,1865044059,9781865044057,https://images.gr-assets.com/books/1302684069m/11097839.jpg
en-US,23,4.1,"King Arthur was a good ruler, but in this math adventure he needs a good ruler. Geometry is explained with humor in SIR CUMFERENCE AND THE FIRST ROUND TABLE, making it fun and accessible for beginners. What would you do if the neighboring kingdom were threatening war? Naturally, you'd call your strongest and bravest knights together to come up with a solution. But when your conference table causes more problems than the threat of your enemy, you need expert help. Enter Sir Cumference, his wife Lady Di of Ameter, and their son Radius. With the help of the carpenter, Geo of Metry, this sharp-minded team designs the perfect table conducive to discussing the perfect peace plan. Thanks to Sir Cumference, even the most hesitant will be romancing math.","[{'author_id': '140581', 'role': ''}, {'author_id': '450052', 'role': 'Illustrator'}]",1997.0,789982,156,232702,Sir Cumference and the First Round Table,Sir Cumference and the First Round Table,1570911525,9781570911521,https://images.gr-assets.com/books/1389598723m/789982.jpg
en-US,3,3.82,"Can Rachel and Kirsty help the Dance Fairies get their grooves back?
The Dance Fairies' magic ribbons are missing! Without them, all kinds of dances are getting off on the wrong foot. Everyone is miserable, except for Jack Frost and his goblins. They have the ribbons . . . and it's up to Rachel and Kirsty to get them back!
No one in Wetherbury can rock 'n' roll without Rebecca's magical ribbon. But will the goblins roll right out of town with it?
Find the magic ribbon in each book, and help keep the Dance Fairies on their toes!","[{'author_id': '17618', 'role': ''}, {'author_id': '546590', 'role': 'Illustrator'}]",2009.0,6289276,34,1902371,Rebecca The Rock 'n Roll Fairy,Rebecca The Rock 'n Roll Fairy,0545106184,9780545106184,https://images.gr-assets.com/books/1328839018m/6289276.jpg
en-US,5,4.35,"Translated into more than sixty languages, this classic tale of a peaceable bull has been a favorite of readers across the world for generations. To celebrate Ferdinand's seventy-fifth anniversary, Viking is issuing his story in a handsome slipcased edition. Perfect for those who love Ferdinand, and for those who have yet to meet him.","[{'author_id': '89552', 'role': ''}, {'author_id': '98320', 'role': 'Illustrator'}]",2011.0,10134139,161,484402,The Story of Ferdinand,The Story of Ferdinand,0670013234,9780670013234,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,4,4.03,"Boggis, Bunce & Bean are just about the nastiest three farmers you could ever wish to meet. They hate Mr Fox and are determined to get him, and plan to catch him by whatever means necessary.","[{'author_id': '4273', 'role': ''}, {'author_id': '25251', 'role': 'Reader'}]",,2287256,16,44775,Fantastic Mr Fox,Fantastic Mr Fox,0141807873,9780141807874,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2,3.86,"The tale of how the old woodcarver Geppetto made a puppet boy from an unusual piece of wood, who could talk, dance and turn somersaults, has been a much-loved story since it was first written more than 130 years ago. Pinocchio ignores the advice of his kindly father and sets off into the world for some extraordinary adventures...","[{'author_id': '15123', 'role': ''}, {'author_id': '4055248', 'role': 'Illustrator'}]",,21015217,8,2685281,The Adventures of Pinocchio,The Adventures of Pinocchio,1848771789,9781848771789,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
en-GB,1,4.06,,"[{'author_id': '10038', 'role': ''}]",1999.0,2812520,18,2838440,The Mad Millennium: A Play,The Mad Millennium: A Play,0439013798,9780439013796,https://images.gr-assets.com/books/1335688727m/2812520.jpg
eng,5,4.21,,"[{'author_id': '72120', 'role': ''}]",1969.0,3583217,30,1080244,"We Didn't Mean To Go To Sea (Swallows and Amazons, #7)","We Didn't Mean To Go To Sea (Swallows and Amazons, #7)",0140304142,9780140304145,https://images.gr-assets.com/books/1330276179m/3583217.jpg
eng,78,3.85,"Spirit of the Western Frontier: Meet Caroline Quiner, the little girl who would grow up to be Laura Ingalls Wilder's mother.
Little House in Brookfield marks the launch of an on-going series about the adventures of Caroline Quiner, who would grow up to be Ma Ingalls in the Little House books. Written in the classic tradition of the Little House and the Rocky Ridge books, and based on diaries, letters, and other historical papers, these books offer a glimpse into America's adventurous past, as seen through the eyes of another girl from America's beloved frontier family.","[{'author_id': '74649', 'role': ''}, {'author_id': '268555', 'role': 'Illustrator'}]",1996.0,828992,6835,2475397,"Little House in Brookfield (Little House: The Caroline Years, #1)","Little House in Brookfield (Little House: The Caroline Years, #1)",0064406105,9780064406109,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,2,3.81,"Copied from another reader's comments:
""Posted 2010-12-12 22:57:26
There is a sweetness to this story... something that stirs my soul down to its foundation. Every time I read it, I cry hard, sobbing tears, but tinged with joy. I will never forget reading for the first time, and thinking the Bishop's arguement sounded reasonable-- how can one man take on the suffering of the whole world? Then the Young King's pointed response: ""Sayest thou that in this house?"" I was pierced through the heart at that moment, and this will always be a special favorite of mine. Would that we all feel the suffering of the poor like the Young King did, and refuse to be a part of it any longer. ""","[{'author_id': '3565', 'role': ''}]",,10723631,5,14851684,The Young Prince,The Young Prince,,,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,5,4.03,"Boggis, Bunce, and Bean are just about the nastiest and meanest three farmers you could meet.
And they hate Mr Fox. They are determined to get him. So they lie in wait outside his hole, ready to shoot, starve or dig him out. But clever Mr Fox has other plans!
Find out what those plans are in this hilarious story, perfectly complemented with illustrations by Quentin Blake.","[{'author_id': '4273', 'role': ''}, {'author_id': '146', 'role': 'Illustrator'}]",2009.0,11794381,54,44775,Fantastic Mr Fox,Fantastic Mr Fox,0141328959,9780141328959,https://images.gr-assets.com/books/1386407350m/11794381.jpg
eng,10,4.22,"John Henry is stronger than ten men, and can dig through a mountain faster than a steam drill. Julius Lester's folksy retelling of a popular African-American folk ballad has warmth, tall tale humor, and boundless energy. Jerry Pinkney illustrates the story with ""rich colors borrowed from the rocks and the earth, so beautiful that they summon their own share of smiles and tears"" (Booklist).
""A tall tale and heroic myth, a celebration of the human spirit....The story is told with rhythm and wit, humor and exaggeration, and with a heart-catching immediacy that connects the human and the natural world."" --Booklist, starred review
Ages 4 up","[{'author_id': '8161', 'role': ''}, {'author_id': '70868', 'role': ''}]",1994.0,1918701,60,1920777,John Henry,John Henry,0803716060,9780803716063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
eng,4,4.01,The perilous adventure of a toy soldier who loves a paper dancing girl culminates in tragedy for both of them.,"[{'author_id': '6378', 'role': ''}]",2010.0,17563586,64,2146970,The Steadfast Tin Soldier,The Steadfast Tin Soldier,,,https://images.gr-assets.com/books/1364327334m/17563586.jpg
